train_number_clean,train_name,from_station_code,from_station_name,to_station_code,to_station_name,distance_km,duration_hours,duration_minutes
12333,Vibhuti Express,HWH,HOWRAH JN,ALY,ALLAHABAD CITY,882.0,16.0,15.0
12339,Coalfield Express,HWH,HOWRAH JN,DHN,DHANBAD JN,259.0,4.0,20.0
12340,Coalfield Express,DHN,DHANBAD JN,HWH,HOWRAH JN,259.0,4.0,30.0
12344,Darjeeling Mail,HDB,HALDIBARI,SDAH,KOLKATA SEALDAH,624.0,13.0,15.0
12355,Archana Express,RJPB,RAJENDRA NAGAR BIHAR,JAT,JAMMU TAWI,1510.0,27.0,20.0
12359,KOLKATA CHITPUR - PATNA Garib Rath Exp,KOAA,KOLKATA CHITPUR,PNBE,PATNA JN,534.0,9.0,30.0
12363,KOLKATA CHITPUR - HALDIBARI SF Intercity Exp,KOAA,KOLKATA CHITPUR,HDB,HALDIBARI,620.0,11.0,20.0
12367,Vikramshila Express,BGP,BHAGALPUR,ANVT,ANAND VIHAR TRM,1206.0,20.0,25.0
12377,Padatik Express,SDAH,KOLKATA SEALDAH,NJP,NEW JALPAIGURI,567.0,10.0,10.0
12378,Padatik Express,NJP,NEW JALPAIGURI,SDAH,KOLKATA SEALDAH,567.0,9.0,45.0
12379,Sealdah - Amritsar Superfast Express,SDAH,KOLKATA SEALDAH,ASR,AMRITSAR JN,1894.0,30.0,30.0
12383,Howrah-Dhanbad AC DD Express,HWH,HOWRAH JN,DHN,DHANBAD JN,259.0,4.0,20.0
12384,Dhanbad-Howrah AC DD Express,DHN,DHANBAD JN,HWH,HOWRAH JN,259.0,4.0,15.0
12757,Tirupati-Coimbatore Intercity Express,TPTY,TIRUPATI MAIN,CBE,COIMBATORE JN,472.0,7.0,50.0
12758,Coimbatore-Tirupati (Triweekly) SF Intercity Expre,CBE,COIMBATORE JN,TPTY,TIRUPATI MAIN,472.0,7.0,30.0
12246,YESVANTPUR - HOWRAH AC Duronto Exp,YPR,YESVANTPUR JN,HWH,HOWRAH JN,1946.0,28.0,45.0
12334,Vibhuti Express,ALY,ALLAHABAD CITY,HWH,HOWRAH JN,882.0,16.0,15.0
12337,Shantiniketan Express,HWH,HOWRAH JN,BHP,BOLPUR SHANTINIKETAN,146.0,2.0,15.0
12338,Shantiniketan Express,BHP,BOLPUR SHANTINIKETAN,HWH,HOWRAH JN,146.0,2.0,30.0
12341,Agniveena Express,HWH,HOWRAH JN,ASN,ASANSOL JN,200.0,3.0,20.0
12342,Agniveena Express,ASN,ASANSOL JN,HWH,HOWRAH JN,200.0,3.0,15.0
12345,HOWRAH - GUWAHATI Saraighat SF Exp,HWH,HOWRAH JN,GHY,GUWAHATI,1020.0,17.0,40.0
12347,Howrah-Rampur Hat SF Express,HWH,HOWRAH JN,RPH,RAMPUR HAT,207.0,3.0,35.0
12348,Rampur Hat-Howrah SF Express,RPH,RAMPUR HAT,HWH,HOWRAH JN,207.0,3.0,40.0
12351,Howrah- Danapur Express,HWH,HOWRAH JN,DNR,DANAPUR,541.0,10.0,5.0
12352,Danapur- Howrah Express,DNR,DANAPUR,HWH,HOWRAH JN,541.0,10.0,0.0
12356,Archana Express,JAT,JAMMU TAWI,RJPB,RAJENDRA NAGAR BIHAR,1510.0,26.0,50.0
12357,KOLKATA CHITPUR - AMRITSAR Durgiana SF Exp,KOAA,KOLKATA CHITPUR,ASR,AMRITSAR JN,1812.0,28.0,20.0
12358,AMRITSAR - KOLKATA CHITPUR Durgiana SF Exp,ASR,AMRITSAR JN,KOAA,KOLKATA CHITPUR,1812.0,29.0,0.0
12360,KOLKATA CHITPUR - PATNA Garib Rath Exp,PNBE,PATNA JN,KOAA,KOLKATA CHITPUR,534.0,9.0,5.0
12361,ASANSOL - MUMBAI CST SF Exp,ASN,ASANSOL JN,CSTM,MUMBAI CST,2043.0,34.0,40.0
12362,MUMBAI CST - ASANSOL SF Exp,CSTM,MUMBAI CST,ASN,ASANSOL JN,2043.0,36.0,10.0
12364,HALDIBARI - KOLKATA CHITPUR SF Intercity Exp,HDB,HALDIBARI,KOAA,KOLKATA CHITPUR,620.0,11.0,5.0
12365,Patna-Ranchi Jan Shatabdi Express,PNBE,PATNA JN,RNC,RANCHI,411.0,7.0,40.0
12366,Ranchi Patna Jan Shatabdi Express,RNC,RANCHI,PNBE,PATNA JN,411.0,7.0,50.0
12369,Kumbh Express,HWH,HOWRAH JN,HW,HARIDWAR JN,1536.0,27.0,5.0
12370,Kumbh Express,HW,HARIDWAR JN,HWH,HOWRAH JN,1536.0,27.0,20.0
12381,Poorva Express,HWH,HOWRAH JN,NDLS,NEW DELHI,1446.0,23.0,0.0
12382,Poorva Express,NDLS,NEW DELHI,HWH,HOWRAH JN,1446.0,24.0,25.0
12389,GAYA - CHENNAI EGMORE SF Exp,GAYA,GAYA JN,MS,CHENNAI EGMORE,2346.0,39.0,0.0
12390,CHENNAI EGMORE - GAYA SF Exp,MS,CHENNAI EGMORE,GAYA,GAYA JN,2346.0,38.0,10.0
12391,Shramjeevi Express,RGD,Rajgir,NDLS,NEW DELHI,1103.0,21.0,0.0
12392,Shramjeevi Express,NDLS,NEW DELHI,RGD,Rajgir,1103.0,20.0,55.0
12396,Ajmer-RajendraNagar Ziyarat Express,AII,AJMER JN,RJPB,RAJENDRA NAGAR BIHAR,1305.0,23.0,10.0
12404,Mathura Allahabad SF Express,MTJ,MATHURA JN,ALD,ALLAHABAD JN,507.0,8.0,40.0
12408,AMRITSAR - NEW JALPAIGURI Karmabhoomi Exp,ASR,AMRITSAR JN,NJP,NEW JALPAIGURI,1834.0,33.0,5.0
12410,Gondwana Express,NZM,DELHI H NIZAMUDDIN,RIG,RAIGARH,1626.0,27.0,40.0
12411,CHANDIGARH - AMRITSAR Intercity SF Exp,CDG,CHANDIGARH,ASR,AMRITSAR JN,909.0,15.0,30.0
12412,AMRITSAR - CHANDIGARH Intercity SF Exp,ASR,AMRITSAR JN,CDG,CHANDIGARH,909.0,15.0,50.0
12413,Pooja express,AII,AJMER JN,JAT,JAMMU TAWI,1017.0,17.0,50.0
12414,Pooja Express,JAT,JAMMU TAWI,AII,AJMER JN,1017.0,18.0,0.0
12419,Gomti Express,LKO,LUCKNOW,NDLS,NEW DELHI,511.0,8.0,35.0
12420,Gomti Express,NDLS,NEW DELHI,LKO,LUCKNOW,511.0,8.0,45.0
12423,DIBRUGARH TOWN - NEW DELHI Rajdhani Exp,DBRT,DIBRUGARH TOWN,NDLS,NEW DELHI,2443.0,37.0,55.0
12427,REWA - DELHI ANAND VIHAR SF Exp,REWA,REWA,ANVT,ANAND VIHAR TRM,860.0,14.0,45.0
12428,DELHI ANAND VIHAR - REWA SF Exp,ANVT,ANAND VIHAR TRM,REWA,REWA,860.0,14.0,20.0
12431,TRIVANDRUM - DELHI H NIZAMUDDIN Rajdhani Exp,TVC,TRIVANDRUM CENTRAL,NZM,DELHI H NIZAMUDDIN,3149.0,41.0,25.0
12432,DELHI H NIZAMUDDIN - TRIVANDRUM Rajdhani Exp,NZM,DELHI H NIZAMUDDIN,TVC,TRIVANDRUM CENTRAL,3149.0,42.0,5.0
12437,Secunderabad Rajdhani Express,SC,SECUNDERABAD JN,NZM,DELHI H NIZAMUDDIN,1660.0,21.0,35.0
12438,Secunderabad Rajdhani Express,NZM,DELHI H NIZAMUDDIN,SC,SECUNDERABAD JN,1660.0,22.0,0.0
12439,RANCHI - NEW DELHI Rajdhani Exp,RNC,RANCHI,NDLS,NEW DELHI,1306.0,16.0,55.0
12440,NEW DELHI - RANCHI Rajdhani Exp,NDLS,NEW DELHI,RNC,RANCHI,1306.0,17.0,0.0
12397,Mahabodhi Express,GAYA,GAYA JN,NDLS,NEW DELHI,990.0,14.0,30.0
12398,Mahabodhi Express,NDLS,NEW DELHI,GAYA,GAYA JN,990.0,15.0,40.0
12401,Magadh Express,IPR,Islampur,NDLS,NEW DELHI,1063.0,19.0,35.0
12402,Magadh Express,NDLS,NEW DELHI,IPR,Islampur,1063.0,17.0,45.0
12405,Gondwana Express,BSL,BHUSAVAL JN,NZM,DELHI H NIZAMUDDIN,1476.0,25.0,45.0
12406,H.Nizamuddin-Bhusaval Gondwana Express,NZM,DELHI H NIZAMUDDIN,BSL,BHUSAVAL JN,1476.0,24.0,25.0
12415,Indore-Nizamuddin Express,INDB,INDORE JN BG,NZM,DELHI H NIZAMUDDIN,817.0,13.0,20.0
12416,Nizamuddin-Indore Express,NZM,DELHI H NIZAMUDDIN,INDB,INDORE JN BG,817.0,13.0,40.0
12417,Prayagraj Express,ALD,ALLAHABAD JN,NDLS,NEW DELHI,634.0,9.0,25.0
12418,Prayagraj Express,NDLS,NEW DELHI,ALD,ALLAHABAD JN,634.0,9.0,20.0
12424,NEW DELHI - DIBRUGARH TOWN Rajdhani Exp,NDLS,NEW DELHI,DBRT,DIBRUGARH TOWN,2443.0,39.0,0.0
12425,Jammu Rajdhani Express,NDLS,NEW DELHI,JAT,JAMMU TAWI,577.0,9.0,0.0
12426,Jammu Rajdhani Express,JAT,JAMMU TAWI,NDLS,NEW DELHI,577.0,9.0,15.0
12429,Bangalore - Hazrat Nizamuddin Rajdhani Express,SBC,BANGALORE CITY JN,NZM,DELHI H NIZAMUDDIN,2365.0,33.0,30.0
12430,Delhi H Nizamuddin-Bangalore Rajdhani Express,NZM,DELHI H NIZAMUDDIN,SBC,BANGALORE CITY JN,2382.0,33.0,50.0
12433,Chennai Central-Delhi H.Nizamuddin Rajdhani Expres,MAS,CHENNAI CENTRAL,NZM,DELHI H NIZAMUDDIN,2176.0,28.0,10.0
12435,DIBRUGARH TOWN - NEW DELHI Rajdhani Exp,DBRT,DIBRUGARH TOWN,NDLS,NEW DELHI,2463.0,42.0,45.0
12436,NEW DELHI - DIBRUGARH TOWN Rajdhani Exp,NDLS,NEW DELHI,DBRT,DIBRUGARH TOWN,2463.0,44.0,55.0
12441,Bilaspur-New Delhi Rajdhani Express,BSP,BILASPUR JN,NDLS,NEW DELHI,1501.0,20.0,45.0
12442,Bilaspur Rajdhani Express,NDLS,NEW DELHI,BSP,BILASPUR JN,1501.0,20.0,15.0
12445,Uttar Sampark Kranti Express,NDLS,NEW DELHI,UHP,UDHAMPUR,630.0,11.0,15.0
12446,Uttar Sampark Kranti Express,UHP,UDHAMPUR,NDLS,NEW DELHI,630.0,11.0,5.0
12447,UP Sampark Kranti Express,MKP,MANIKPUR JN,NZM,DELHI H NIZAMUDDIN,695.0,12.0,25.0
12448,UP Sampark Kranti Express,NZM,DELHI H NIZAMUDDIN,MKP,MANIKPUR JN,695.0,12.0,20.0
12497,Shan-e-Punjab Express,NDLS,NEW DELHI,ASR,AMRITSAR JN,448.0,7.0,35.0
12455,DelhiSaraiRohilla-ShriGanganagar AC SF Express,DEE,DELHI SARAI ROHILLA,SGNR,SHRI GANGANAGAR,486.0,8.0,50.0
12456,ShriGanganagar-DelhiSaraiRohilla AC SF Express,SGNR,SHRI GANGANAGAR,DEE,DELHI SARAI ROHILLA,486.0,8.0,35.0
12457,Delhi SaraiRohilla-Bikaner Express,DEE,DELHI SARAI ROHILLA,BKN,BIKANER JN,458.0,8.0,10.0
12458,Bikaner-DelhiSaraiRohiilla Express,BKN,BIKANER JN,DEE,DELHI SARAI ROHILLA,458.0,7.0,40.0
12468,Jaipur Bikaner InterCity Express,JP,JAIPUR,BKN,BIKANER JN,382.0,6.0,40.0
12472,Jammu Tawi - Mumbai Bandra (T.) SF Swaraj Express,JAT,JAMMU TAWI,BDTS,MUMBAI BANDRA TERMINUS,1950.0,30.0,50.0
12475,Hapa - Jammu Tawi Sarvodaya SF Express,HAPA,HAPA,JAT,JAMMU TAWI,1992.0,33.0,25.0
12476,Jammu Tawi - Hapa Sarvodaya SF Express,JAT,JAMMU TAWI,HAPA,HAPA,1992.0,33.0,30.0
12477,Jamnagar - Jammu Tawi SF Sindhu Express,JAM,JAMNAGAR,JAT,JAMMU TAWI,2000.0,33.0,40.0
12479,JODHPUR - MUMBAI BANDRA Suryanagari SF Exp,JU,JODHPUR JN,BDTS,MUMBAI BANDRA TERMINUS,935.0,17.0,0.0
12480,MUMBAI BANDRA - JODHPUR Suryanagari SF Exp,BDTS,MUMBAI BANDRA TERMINUS,JU,JODHPUR JN,935.0,17.0,0.0
12485,H S NANDED - SHRI GANGANAGAR Exp,NED,HUZUR SAHIB NANDED,SGNR,SHRI GANGANAGAR,1965.0,35.0,25.0
12486,SHRI GANGANAGAR - H S NANDED Exp,SGNR,SHRI GANGANAGAR,NED,HUZUR SAHIB NANDED,1965.0,33.0,15.0
12487,Seemanchal Express,JBN,JOGBANI,ANVT,ANAND VIHAR TRM,1383.0,24.0,20.0
12489,Bikaner-Dadar Express,BKN,BIKANER JN,DDR,MUMBAI DADAR WEST,1245.0,22.0,25.0
12490,Dadar - Bikaner Express,DDR,MUMBAI DADAR WEST,BKN,BIKANER JN,1245.0,22.0,35.0
12491,BARAUNI - JAMMU TAWI Maur Dhwaj Express,BJU,BARAUNI JN,JAT,JAMMU TAWI,1510.0,28.0,50.0
12492,JAMMU TAWI - BARAUNI Maur Dhwaj Express,JAT,JAMMU TAWI,BJU,BARAUNI JN,1510.0,28.0,15.0
12496,KOLKATA CHITPUR - BIKANER Pratap Exp,KOAA,KOLKATA CHITPUR,BKN,BIKANER JN,1885.0,31.0,0.0
22607,ERNAKULAM - BANGALORE Weekly SF Exp,ERS,ERNAKULAM JN,SBC,BANGALORE CITY JN,625.0,11.0,20.0
12449,MADGAON - CHANDIGARH Goa Sampark Kranti Exp,MAO,MADGAON,CDG,CHANDIGARH,2094.0,29.0,30.0
12450,CHANDIGARH - MADGAON Goa Sampark Kranti Exp,CDG,CHANDIGARH,MAO,MADGAON,2094.0,29.0,50.0
12451,Shram Shakti Express,CNB,KANPUR CENTRAL,NDLS,NEW DELHI,440.0,6.0,35.0
12452,Shram Shakti Express,NDLS,NEW DELHI,CNB,KANPUR CENTRAL,440.0,6.0,15.0
12453,Ranchi-New Delhi Rajdhani Express,RNC,RANCHI,NDLS,NEW DELHI,1341.0,17.0,40.0
12454,New Delhi-Ranchi Rajdhani Express,NDLS,NEW DELHI,RNC,RANCHI,1341.0,18.0,30.0
12459,NewDelhi-Amritsar SF InterCity,NDLS,NEW DELHI,ASR,AMRITSAR JN,448.0,8.0,0.0
12460,Amritsar-New Delhi Intercity Express,ASR,AMRITSAR JN,NDLS,NEW DELHI,448.0,7.0,55.0
12461,Mandore Express,DLI,OLD DELHI,JU,JODHPUR JN,620.0,10.0,35.0
12462,Mandore Express,JU,JODHPUR JN,DLI,OLD DELHI,620.0,10.0,25.0
12464,Rajasthan Sampark Kranti Express,JU,JODHPUR JN,DEE,DELHI SARAI ROHILLA,616.0,10.0,35.0
12465,Indore-Jodhpur Ranthambhore Express,INDB,INDORE JN BG,JU,JODHPUR JN,911.0,15.0,40.0
12466,Jodhpur-Indore Ranthambhore Intercity Express,JU,JODHPUR JN,INDB,INDORE JN BG,911.0,16.0,30.0
12469,Kanpur Jammu Express,CNB,KANPUR CENTRAL,JAT,JAMMU TAWI,1026.0,18.0,45.0
12470,Jammu Kanpur Express,JAT,JAMMU TAWI,CNB,KANPUR CENTRAL,1026.0,18.0,35.0
12473,Sarvodaya SF Express,ADI,AHMEDABAD JN,JAT,JAMMU TAWI,1669.0,27.0,10.0
12474,Sarvodaya SF Express,JAT,JAMMU TAWI,ADI,AHMEDABAD JN,1669.0,26.0,55.0
12478,Jammu Tawi - Jamnagar (Weekly) Sindhu SF Express,JAT,JAMMU TAWI,JAM,JAMNAGAR,2000.0,33.0,45.0
12481,Delhi Sriganganagar InterCity,DLI,OLD DELHI,SGNR,SHRI GANGANAGAR,424.0,7.0,30.0
12482,Sriganganagar Delhi InterCity Express,SGNR,SHRI GANGANAGAR,DLI,OLD DELHI,424.0,7.0,45.0
12484,AMRITSAR - KOCHUVELI SF Exp,ASR,AMRITSAR JN,KCVL,KOCHUVELI,3597.0,57.0,25.0
12493,Bangalore-Hazrat Nizammudin Rajdhani Express,SBC,BANGALORE CITY JN,NZM,DELHI H NIZAMUDDIN,2294.0,33.0,30.0
12494,Hazrat Nizamuddin-Bangalore Rajdhani Express,NZM,DELHI H NIZAMUDDIN,SBC,BANGALORE CITY JN,2383.0,33.0,50.0
12501,GUWAHATI - NEW DELHI Poorvottar Sampark Kranti Exp,GHY,GUWAHATI,NDLS,NEW DELHI,1974.0,31.0,0.0
12502,NEW DELHI - GUWAHATI Poorvottar Sampark Kranti Exp,NDLS,NEW DELHI,SCL,SILCHAR,1974.0,32.0,30.0
12507,TRIVANDRUM - GUWAHATI SF Exp,TVC,TRIVANDRUM CENTRAL,GHY,GUWAHATI,3331.0,58.0,50.0
12508,GUWAHATI - TRIVANDRUM SF Exp,GHY,GUWAHATI,TVC,TRIVANDRUM CENTRAL,3332.0,59.0,45.0
12511,Rapti Sagar Express,GKP,GORAKHPUR JN,TVC,TRIVANDRUM CENTRAL,3251.0,59.0,5.0
12512,Rapti Sagar Expres,TVC,TRIVANDRUM CENTRAL,GKP,GORAKHPUR JN,3251.0,57.0,40.0
12514,GUWAHATI - SECUNDERABAD Exp,GHY,GUWAHATI,SC,SECUNDERABAD JN,2551.0,45.0,50.0
12519,MUMBAI LTT - KAMAKHYA AC Exp,LTT,LOKMANYA TILAK TERM,KYQ,KAMAKHYA,1667.0,24.0,35.0
12520,KAMAKHYA - MUMBAI LTT AC Exp,KYQ,KAMAKHYA,LTT,LOKMANYA TILAK TERM,1667.0,24.0,15.0
12522,Raptisagar Express,ERS,ERNAKULAM JN,BJU,BARAUNI JN,3441.0,60.0,40.0
12527,Mumbai CST-Latur Superfast Express.,CSTM,MUMBAI CST,LUR,LATUR,530.0,9.0,30.0
12528,Latur-Mumbai CST Superfast Express,LUR,LATUR,CSTM,MUMBAI CST,530.0,9.0,30.0
12535,Lucknow-Raipur Garib Rath Express,LJN,LUCKNOW JN,R,RAIPUR JN,917.0,16.0,35.0
12536,Raipur-Lucknow Garib Rath,R,RAIPUR JN,LJN,LUCKNOW JN,917.0,16.0,45.0
12537,Bapudham Express,MKI,BAPUDHAM MOTIHARI,MUV,MANDUADIH,465.0,8.0,20.0
12538,Bapudham Express,MUV,MANDUADIH,MKI,BAPUDHAM MOTIHARI,465.0,8.0,25.0
12539,YESVANTPUR - LUCKNOW SF Exp,YPR,YESVANTPUR JN,LKO,LUCKNOW,2554.0,46.0,0.0
12540,LUCKNOW - YESVANTPUR SF Exp,LKO,LUCKNOW,YPR,YESVANTPUR JN,2532.0,44.0,40.0
12541,Gorakhpur-Mumbai LTT SF Express,GKP,GORAKHPUR JN,LTT,LOKMANYA TILAK TERM,1680.0,30.0,25.0
12543,Yesvantpur-Tirupati Tri Weekly Intercity,YPR,YESVANTPUR JN,TPTY,TIRUPATI MAIN,345.0,6.0,10.0
12544,Tirupati-Yesvantpur Tri Weekly SF Intercity,TPTY,TIRUPATI MAIN,YPR,YESVANTPUR JN,345.0,6.0,5.0
12549,DURG - JAMMU TAWI SF Exp,DURG,DURG,JAT,JAMMU TAWI,1873.0,33.0,5.0
12550,JAMMU TAWI - DURG SF Exp,JAT,JAMMU TAWI,DURG,DURG,1873.0,33.0,20.0
12553,Vaishali SF Express,BJU,BARAUNI JN,NDLS,NEW DELHI,1185.0,21.0,0.0
12498,Shan-e-Punjab Express,ASR,AMRITSAR JN,NDLS,NEW DELHI,448.0,7.0,35.0
12505,GUWAHATI - DELHI ANAND VIHAR North East Exp,GHY,GUWAHATI,ANVT,ANAND VIHAR TRM,1866.0,33.0,30.0
12506,DELHI ANAND VIHAR - GUWAHATI North East Exp,ANVT,ANAND VIHAR TRM,GHY,GUWAHATI,1867.0,33.0,50.0
12509,BENGALURU - GUWAHATI (Kaziranga) SF Express,BNC,BANGALORE CANT,GHY,GUWAHATI,2992.0,54.0,20.0
12510,GUWAHATI - BENGALURU (Kaziranga) SF Express,GHY,GUWAHATI,SBC,BANGALORE CITY JN,2992.0,53.0,20.0
12515,RIVANDRUM - GUWAHATI Exp,TVC,TRIVANDRUM CENTRAL,GHY,GUWAHATI,3552.0,65.0,0.0
12516,GUWAHATI - TRIVANDRUM CENTRAL EXP,GHY,GUWAHATI,TVC,TRIVANDRUM CENTRAL,3552.0,64.0,25.0
12517,KOLKATA - GUWAHATI Garib Rath Exp,KOAA,KOLKATA CHITPUR,GHY,GUWAHATI,1027.0,18.0,0.0
12518,GUWAHATI - KOLKATA Garib Rath Exp,GHY,GUWAHATI,KOAA,KOLKATA CHITPUR,1027.0,18.0,0.0
12521,Raptisagar Express,BJU,BARAUNI JN,ERS,ERNAKULAM JN,3441.0,62.0,20.0
12523,New Jalpaiguri-New Delhi Superfast Express,NJP,NEW JALPAIGURI,NDLS,NEW DELHI,1500.0,27.0,55.0
12524,New Delhi New Jalpaiguri SuperFast Express,NDLS,NEW DELHI,NJP,NEW JALPAIGURI,1497.0,27.0,25.0
12525,Indrayani SF Express,CSTM,MUMBAI CST,PUNE,PUNE JN,192.0,3.0,28.0
12526,Indrayani SF Express,PUNE,PUNE JN,CSTM,MUMBAI CST,192.0,3.0,20.0
12529,Bhopal-Jabalpur Intercity Express,HBJ,HABIBGANJ,JBP,JABALPUR,331.0,5.0,20.0
12530,Jabalpur-Bhopal Intercity,JBP,JABALPUR,HBJ,HABIBGANJ,331.0,5.0,55.0
12531,Gorakhpur Lucknow InterCity Express,GKP,GORAKHPUR JN,LJN,LUCKNOW JN,279.0,4.0,55.0
12532,Lucknow Gorakhpur Inter City Express,LJN,LUCKNOW JN,GKP,GORAKHPUR JN,279.0,4.0,55.0
12533,Pushpak Express,LJN,LUCKNOW JN,CSTM,MUMBAI CST,1426.0,24.0,20.0
12534,Pushpak Express,CSTM,MUMBAI CST,LJN,LUCKNOW JN,1426.0,24.0,20.0
12545,RAXAUL - MUMBAI LTT Karmabhoomi Exp,RXL,RAXAUL JN,LTT,LOKMANYA TILAK TERM,1963.0,33.0,40.0
12547,Agra Fort Ahmedabad Tri Weekly Express,AF,AGRA FORT,ADI,AHMEDABAD JN,867.0,15.0,10.0
12548,Ahmedabad-Agra Fort Express,ADI,AHMEDABAD JN,AF,AGRA FORT,867.0,15.0,15.0
12554,Vaishali SF Express,NDLS,NEW DELHI,BJU,BARAUNI JN,1185.0,21.0,25.0
12557,Sapt Kranti SF Express,MFP,MUZAFFARPUR JN,ANVT,ANAND VIHAR TRM,1060.0,18.0,55.0
12558,Sapt Kranti SF Express,ANVT,ANAND VIHAR TRM,MFP,MUZAFFARPUR JN,1060.0,19.0,35.0
12569,Jaynagar-Delhi AnandViharT Garib Rath,JYG,JAYNAGAR,ANVT,ANAND VIHAR TRM,1252.0,20.0,15.0
12570,Anand Vihar Terminus-Jaynagar Garib Rath Express,ANVT,ANAND VIHAR TRM,JYG,JAYNAGAR,1252.0,20.0,30.0
12571,Howrah Prasanti Nilayam SF Express,HWH,HOWRAH JN,SSPN,SATYA SAI P NILAYAM,1763.0,30.0,35.0
12572,Prashanti Nilayam Howrah SF Express,SSPN,SATYA SAI P NILAYAM,HWH,HOWRAH JN,1763.0,31.0,0.0
12573,SainagarShirdi-Howrah Express,SNSI,SAINAGAR SHIRDI,HWH,HOWRAH JN,1792.0,29.0,35.0
12577,DARBHANGA - MYSORE BAGMATI SF Exp,DBG,DARBHANGA JN,MYS,MYSORE JN,2910.0,52.0,40.0
12578,MYSORE - DARBHANGA BAGMATI SF Exp,MYS,MYSORE JN,DBG,DARBHANGA JN,2910.0,52.0,5.0
12579,Digha- Puri SamudraKanya Express,DGHA,Digha Flag Station,PURI,PURI,549.0,10.0,5.0
12581,Pune Bhubaneshwar Express,PUNE,PUNE JN,BBS,BHUBANESWAR,1689.0,30.0,20.0
12582,Bhubaneshwar-Pune Express,BBS,BHUBANESWAR,PUNE,PUNE JN,1689.0,30.0,45.0
12583,LUCKNOW - DELHI ANAND VIHAR T DOUBLE DECKER,LJN,LUCKNOW JN,ANVT,ANAND VIHAR TRM,2071.0,38.0,35.0
12584,DELHI ANAND VIHAR T - LUCKNOW DOUBLE DECKER,ANVT,ANAND VIHAR TRM,LJN,LUCKNOW JN,2071.0,38.0,25.0
12592,YESVANTPUR - GORAKHPUR SF Exp,YPR,YESVANTPUR JN,GKP,GORAKHPUR JN,2529.0,46.0,20.0
12593,Lucknow-Bhopal Garib Rath,LJN,LUCKNOW JN,BPL,BHOPAL JN,585.0,10.0,50.0
12594,Bhopal-Lucknow Garib Rath Express,BPL,BHOPAL JN,LJN,LUCKNOW JN,585.0,11.0,0.0
12605,Pallavan Superfast Express,MS,CHENNAI EGMORE,TPJ,TIRUCHIRAPPALLI,336.0,5.0,35.0
12606,Pallavan Superfast Express,TPJ,TIRUCHIRAPPALLI,MS,CHENNAI EGMORE,336.0,5.0,35.0
12607,CHENNAI CENTRAL - BANGALORE Lalbagh Exp,MAS,CHENNAI CENTRAL,SBC,BANGALORE CITY JN,358.0,6.0,0.0
12608,BANGALORE - CHENNAI CENTRAL Lalbagh Exp,SBC,BANGALORE CITY JN,MAS,CHENNAI CENTRAL,362.0,5.0,45.0
12609,CHENNAI CENT - BANGALORE SF Intercity Exp,MAS,CHENNAI CENTRAL,SBC,BANGALORE CITY JN,362.0,6.0,30.0
12556,Gorakhdham Express,HSR,Hisar,GKP,GORAKHPUR JN,962.0,17.0,25.0
12559,Shiv Ganga Express,BSB,VARANASI JN,NDLS,NEW DELHI,758.0,12.0,25.0
12560,Shiv Ganga Express,NDLS,NEW DELHI,BSB,VARANASI JN,758.0,12.0,45.0
12562,Swatantrata Sainani Express,NDLS,NEW DELHI,DBG,DARBHANGA JN,1166.0,21.0,25.0
12563,Mumbai LTT - Faizabad SF Express,LTT,LOKMANYA TILAK TERM,FD,FAIZABAD JN,1600.0,27.0,10.0
12564,Faizabad-Mumbai LTT SF Express,FD,FAIZABAD JN,LTT,LOKMANYA TILAK TERM,1600.0,29.0,5.0
12565,Bihar Sampark Kranti Express,DBG,DARBHANGA JN,NDLS,NEW DELHI,1172.0,20.0,55.0
12566,Bihar Sampark Kranti Express,NDLS,NEW DELHI,DBG,DARBHANGA JN,1172.0,20.0,55.0
12575,Kharagpur Purulia Express,KGP,KHARAGPUR JN,PRR,PURULIA JN,208.0,4.0,0.0
12576,Purulia Khargapur Intercity Express,PRR,PURULIA JN,KGP,KHARAGPUR JN,208.0,3.0,55.0
12587,Amarnath Express,GKP,GORAKHPUR JN,JAT,JAMMU TAWI,1248.0,22.0,15.0
12588,Amarnath Express,JAT,JAMMU TAWI,GKP,GORAKHPUR JN,1248.0,22.0,5.0
12589,Gorakhpur-Secunderabad Express,GKP,GORAKHPUR JN,SC,SECUNDERABAD JN,1827.0,32.0,25.0
12590,Secunderabad - Gorakhpur Express,SC,SECUNDERABAD JN,GKP,GORAKHPUR JN,1827.0,31.0,50.0
12601,Chennai Mangalore Mail,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CNTL,889.0,16.0,0.0
12602,Chennai Mail,MAQ,MANGALORE CNTL,MAS,CHENNAI CENTRAL,889.0,16.0,10.0
12603,Chennai - Hyderabad Express,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN,715.0,13.0,0.0
12604,Hyderabad - Chennai Express,HYB,HYDERABAD DECCAN,MAS,CHENNAI CENTRAL,715.0,13.0,0.0
12611,Chennai Central-H.Nizamuddin Garib Rath Express,MAS,CHENNAI CENTRAL,NZM,DELHI H NIZAMUDDIN,2177.0,28.0,10.0
12612,H Nizamuddin-Chennai Garib Rath Express,NZM,DELHI H NIZAMUDDIN,MAS,CHENNAI CENTRAL,2176.0,28.0,15.0
12613,Tippu Express,MYS,MYSORE JN,SBC,BANGALORE CITY JN,139.0,2.0,30.0
